Year,Sex,Age_Group,Education_Level,State,Number_Individuals
2019,Female,35-44,Associate's degree,Minnesota,56433
2019,Female,35-44,Bachelor's degree,Minnesota,105394
2019,Female,35-44,Graduate or professional degree,Minnesota,66695
2019,Female,45-64,Less than 9th grade,Minnesota,19187
2019,Female,45-64,"9th to 12th grade, no diploma",Minnesota,18677
2019,Female,45-64,High school graduate (includes equivalency),Minnesota,156466
2019,Female,45-64,"Some college, no degree",Minnesota,156112
2019,Female,45-64,Associate's degree,Minnesota,93151
2019,Female,45-64,Bachelor's degree,Minnesota,173733
2019,Female,45-64,Graduate or professional degree,Minnesota,98282
2019,Female,65 and older,Less than 9th grade,Minnesota,19608
2019,Female,65 and older,"9th to 12th grade, no diploma",Minnesota,23137
2019,Female,65 and older,High school graduate (includes equivalency),Minnesota,181109
2019,Female,65 and older,"Some college, no degree",Minnesota,107484
2019,Female,65 and older,Associate's degree,Minnesota,38455
2019,Female,65 and older,Bachelor's degree,Minnesota,83666
2019,Female,65 and older,Graduate or professional degree,Minnesota,48270
2021,Male,18-24,Less than 9th grade,Minnesota,3302
2021,Male,18-24,"9th to 12th grade, no diploma",Minnesota,30227
2021,Male,18-24,High school graduate (includes equivalency),Minnesota,90179
2021,Male,18-24,"Some college, no degree",Minnesota,86832
2021,Male,18-24,Associate's degree,Minnesota,16940
2021,Male,18-24,Bachelor's degree,Minnesota,26319
2021,Male,18-24,Graduate or professional degree,Minnesota,1047
2021,Male,25-34,Less than 9th grade,Minnesota,6672
2021,Male,25-34,"9th to 12th grade, no diploma",Minnesota,12938
2021,Male,25-34,High school graduate (includes equivalency),Minnesota,87911
2021,Male,25-34,"Some college, no degree",Minnesota,73751
2021,Male,25-34,Associate's degree,Minnesota,43982
2021,Male,25-34,Bachelor's degree,Minnesota,120809
2021,Male,25-34,Graduate or professional degree,Minnesota,33581
2021,Male,35-44,Less than 9th grade,Minnesota,10612
2021,Male,35-44,"9th to 12th grade, no diploma",Minnesota,15993
2021,Male,35-44,High school graduate (includes equivalency),Minnesota,85954
2021,Male,35-44,"Some college, no degree",Minnesota,72333
2021,Male,35-44,Associate's degree,Minnesota,51263
2021,Male,35-44,Bachelor's degree,Minnesota,106153
2021,Male,35-44,Graduate or professional degree,Minnesota,51279
2021,Male,45-64,Less than 9th grade,Minnesota,18693
2021,Male,45-64,"9th to 12th grade, no diploma",Minnesota,25599
2021,Male,45-64,High school graduate (includes equivalency),Minnesota,181309
2021,Male,45-64,"Some college, no degree",Minnesota,149404
2021,Male,45-64,Associate's degree,Minnesota,86971
2021,Male,45-64,Bachelor's degree,Minnesota,166160
2021,Male,45-64,Graduate or professional degree,Minnesota,90087
2021,Male,65 and older,Less than 9th grade,Minnesota,14954
2021,Male,65 and older,"9th to 12th grade, no diploma",Minnesota,16658
2021,Male,65 and older,High school graduate (includes equivalency),Minnesota,132008
2021,Male,65 and older,"Some college, no degree",Minnesota,96456
2021,Male,65 and older,Associate's degree,Minnesota,31014
2021,Male,65 and older,Bachelor's degree,Minnesota,90036
2021,Male,65 and older,Graduate or professional degree,Minnesota,62502
2021,Female,18-24,Less than 9th grade,Minnesota,2184
2021,Female,18-24,"9th to 12th grade, no diploma",Minnesota,22227
2021,Female,18-24,High school graduate (includes equivalency),Minnesota,66368
2021,Female,18-24,"Some college, no degree",Minnesota,94304
2021,Female,18-24,Associate's degree,Minnesota,20073
2021,Female,18-24,Bachelor's degree,Minnesota,37677
2021,Female,18-24,Graduate or professional degree,Minnesota,1988
2021,Female,25-34,Less than 9th grade,Minnesota,5855
2021,Female,25-34,"9th to 12th grade, no diploma",Minnesota,10442
2021,Female,25-34,High school graduate (includes equivalency),Minnesota,48711
2021,Female,25-34,"Some college, no degree",Minnesota,68807
2021,Female,25-34,Associate's degree,Minnesota,44727
2021,Female,25-34,Bachelor's degree,Minnesota,130854
2021,Female,25-34,Graduate or professional degree,Minnesota,53522
2021,Female,35-44,Less than 9th grade,Minnesota,9794
2021,Female,35-44,"9th to 12th grade, no diploma",Minnesota,9377
2021,Female,35-44,High school graduate (includes equivalency),Minnesota,54772
2021,Female,35-44,"Some college, no degree",Minnesota,59032
2021,Female,35-44,Associate's degree,Minnesota,55970
2021,Female,35-44,Bachelor's degree,Minnesota,112380
2021,Female,35-44,Graduate or professional degree,Minnesota,75740
2021,Female,45-64,Less than 9th grade,Minnesota,19270
2021,Female,45-64,"9th to 12th grade, no diploma",Minnesota,17973
2021,Female,45-64,High school graduate (includes equivalency),Minnesota,146106
2021,Female,45-64,"Some college, no degree",Minnesota,148685
2021,Female,45-64,Associate's degree,Minnesota,101934
2021,Female,45-64,Bachelor's degree,Minnesota,175531
2021,Female,45-64,Graduate or professional degree,Minnesota,98534
2021,Female,65 and older,Less than 9th grade,Minnesota,17414
2021,Female,65 and older,"9th to 12th grade, no diploma",Minnesota,16603
2021,Female,65 and older,High school graduate (includes equivalency),Minnesota,172747
2021,Female,65 and older,"Some college, no degree",Minnesota,115741
2021,Female,65 and older,Associate's degree,Minnesota,43881
2021,Female,65 and older,Bachelor's degree,Minnesota,91960
2021,Female,65 and older,Graduate or professional degree,Minnesota,57298
2022,Male,18-24,Less than 9th grade,Minnesota,5189
2022,Male,18-24,"9th to 12th grade, no diploma",Minnesota,30899
2022,Male,18-24,High school graduate (includes equivalency),Minnesota,93076
2022,Male,18-24,"Some college, no degree",Minnesota,79572
2022,Male,18-24,Associate's degree,Minnesota,18271
2022,Male,18-24,Bachelor's degree,Minnesota,30930
2022,Male,18-24,Graduate or professional degree,Minnesota,1218
2022,Male,25-34,Less than 9th grade,Minnesota,6612
2022,Male,25-34,"9th to 12th grade, no diploma",Minnesota,13542
2022,Male,25-34,High school graduate (includes equivalency),Minnesota,88551
2022,Male,25-34,"Some college, no degree",Minnesota,77805
2022,Male,25-34,Associate's degree,Minnesota,43521
2022,Male,25-34,Bachelor's degree,Minnesota,118682
2022,Male,25-34,Graduate or professional degree,Minnesota,34377
2022,Male,35-44,Less than 9th grade,Minnesota,13673
2022,Male,35-44,"9th to 12th grade, no diploma",Minnesota,16143
2022,Male,35-44,High school graduate (includes equivalency),Minnesota,93700
2022,Male,35-44,"Some college, no degree",Minnesota,65180
2022,Male,35-44,Associate's degree,Minnesota,50749
2022,Male,35-44,Bachelor's degree,Minnesota,106425
2022,Male,35-44,Graduate or professional degree,Minnesota,53484
2022,Male,45-64,Less than 9th grade,Minnesota,16089
2022,Male,45-64,"9th to 12th grade, no diploma",Minnesota,25790
2022,Male,45-64,High school graduate (includes equivalency),Minnesota,179989
2022,Male,45-64,"Some college, no degree",Minnesota,141766
2022,Male,45-64,Associate's degree,Minnesota,88804
2022,Male,45-64,Bachelor's degree,Minnesota,161545
2022,Male,45-64,Graduate or professional degree,Minnesota,94767
2022,Male,65 and older,Less than 9th grade,Minnesota,11548
2022,Male,65 and older,"9th to 12th grade, no diploma",Minnesota,16399
2022,Male,65 and older,High school graduate (includes equivalency),Minnesota,135528
2022,Male,65 and older,"Some college, no degree",Minnesota,101303
2022,Male,65 and older,Associate's degree,Minnesota,37531
2022,Male,65 and older,Bachelor's degree,Minnesota,91499
2022,Male,65 and older,Graduate or professional degree,Minnesota,64998
2022,Female,18-24,Less than 9th grade,Minnesota,3265
2022,Female,18-24,"9th to 12th grade, no diploma",Minnesota,24362
2022,Female,18-24,High school graduate (includes equivalency),Minnesota,71225
2022,Female,18-24,"Some college, no degree",Minnesota,87713
2022,Female,18-24,Associate's degree,Minnesota,17526
2022,Female,18-24,Bachelor's degree,Minnesota,44529
2022,Female,18-24,Graduate or professional degree,Minnesota,2631
2022,Female,25-34,Less than 9th grade,Minnesota,6704
2022,Female,25-34,"9th to 12th grade, no diploma",Minnesota,10560
2022,Female,25-34,High school graduate (includes equivalency),Minnesota,54095
2022,Female,25-34,"Some college, no degree",Minnesota,62136
2022,Female,25-34,Associate's degree,Minnesota,45663
2022,Female,25-34,Bachelor's degree,Minnesota,129871
2022,Female,25-34,Graduate or professional degree,Minnesota,50902
2022,Female,35-44,Less than 9th grade,Minnesota,13667
2022,Female,35-44,"9th to 12th grade, no diploma",Minnesota,13182
2022,Female,35-44,High school graduate (includes equivalency),Minnesota,55554
2022,Female,35-44,"Some college, no degree",Minnesota,57562
2022,Female,35-44,Associate's degree,Minnesota,52006
2022,Female,35-44,Bachelor's degree,Minnesota,114106
2022,Female,35-44,Graduate or professional degree,Minnesota,75983
2022,Female,45-64,Less than 9th grade,Minnesota,20144
2022,Female,45-64,"9th to 12th grade, no diploma",Minnesota,18997
2022,Female,45-64,High school graduate (includes equivalency),Minnesota,133164
2022,Female,45-64,"Some college, no degree",Minnesota,143997
2022,Female,45-64,Associate's degree,Minnesota,96291
2022,Female,45-64,Bachelor's degree,Minnesota,173778
2022,Female,45-64,Graduate or professional degree,Minnesota,103962
2022,Female,65 and older,Less than 9th grade,Minnesota,16162
2022,Female,65 and older,"9th to 12th grade, no diploma",Minnesota,14669
2022,Female,65 and older,High school graduate (includes equivalency),Minnesota,176551
2022,Female,65 and older,"Some college, no degree",Minnesota,118145
2022,Female,65 and older,Associate's degree,Minnesota,51382
2022,Female,65 and older,Bachelor's degree,Minnesota,99177
2022,Female,65 and older,Graduate or professional degree,Minnesota,60155
2023,Male,18-24,Less than 9th grade,Minnesota,3483
2023,Male,18-24,"9th to 12th grade, no diploma",Minnesota,28874
2023,Male,18-24,High school graduate (includes equivalency),Minnesota,97084
2023,Male,18-24,"Some college, no degree",Minnesota,76080
2023,Male,18-24,Associate's degree,Minnesota,19135
2023,Male,18-24,Bachelor's degree,Minnesota,31027
2023,Male,18-24,Graduate or professional degree,Minnesota,994
2023,Male,25-34,Less than 9th grade,Minnesota,6406
2023,Male,25-34,"9th to 12th grade, no diploma",Minnesota,13495
2023,Male,25-34,High school graduate (includes equivalency),Minnesota,91012
2023,Male,25-34,"Some college, no degree",Minnesota,67733
2023,Male,25-34,Associate's degree,Minnesota,43765
2023,Male,25-34,Bachelor's degree,Minnesota,117970
2023,Male,25-34,Graduate or professional degree,Minnesota,36128
2023,Male,35-44,Less than 9th grade,Minnesota,11991
2023,Male,35-44,"9th to 12th grade, no diploma",Minnesota,13226
2023,Male,35-44,High school graduate (includes equivalency),Minnesota,87466
2023,Male,35-44,"Some college, no degree",Minnesota,69609
2023,Male,35-44,Associate's degree,Minnesota,54574
2023,Male,35-44,Bachelor's degree,Minnesota,105616
2023,Male,35-44,Graduate or professional degree,Minnesota,55218
2023,Male,45-64,Less than 9th grade,Minnesota,16622
2023,Male,45-64,"9th to 12th grade, no diploma",Minnesota,27825
2023,Male,45-64,High school graduate (includes equivalency),Minnesota,175408
2023,Male,45-64,"Some college, no degree",Minnesota,135959
2023,Male,45-64,Associate's degree,Minnesota,86770
2023,Male,45-64,Bachelor's degree,Minnesota,169847
2023,Male,45-64,Graduate or professional degree,Minnesota,92977
2023,Male,65 and older,Less than 9th grade,Minnesota,13227
2023,Male,65 and older,"9th to 12th grade, no diploma",Minnesota,16413
2023,Male,65 and older,High school graduate (includes equivalency),Minnesota,142735
2023,Male,65 and older,"Some college, no degree",Minnesota,100444
2023,Male,65 and older,Associate's degree,Minnesota,41322
2023,Male,65 and older,Bachelor's degree,Minnesota,96130
2023,Male,65 and older,Graduate or professional degree,Minnesota,66413
2023,Female,18-24,Less than 9th grade,Minnesota,2442
2023,Female,18-24,"9th to 12th grade, no diploma",Minnesota,21571
2023,Female,18-24,High school graduate (includes equivalency),Minnesota,70823
2023,Female,18-24,"Some college, no degree",Minnesota,81704
2023,Female,18-24,Associate's degree,Minnesota,18726
2023,Female,18-24,Bachelor's degree,Minnesota,45990
2023,Female,18-24,Graduate or professional degree,Minnesota,3432
2023,Female,25-34,Less than 9th grade,Minnesota,6388
2023,Female,25-34,"9th to 12th grade, no diploma",Minnesota,10441
2023,Female,25-34,High school graduate (includes equivalency),Minnesota,56219
2023,Female,25-34,"Some college, no degree",Minnesota,59080
2023,Female,25-34,Associate's degree,Minnesota,39851
2023,Female,25-34,Bachelor's degree,Minnesota,134981
2023,Female,25-34,Graduate or professional degree,Minnesota,56206
2023,Female,35-44,Less than 9th grade,Minnesota,10389
2023,Female,35-44,"9th to 12th grade, no diploma",Minnesota,9067
2023,Female,35-44,High school graduate (includes equivalency),Minnesota,54013
2023,Female,35-44,"Some college, no degree",Minnesota,66129
2023,Female,35-44,Associate's degree,Minnesota,53097
2023,Female,35-44,Bachelor's degree,Minnesota,116810
2023,Female,35-44,Graduate or professional degree,Minnesota,77569
2023,Female,45-64,Less than 9th grade,Minnesota,19097
2023,Female,45-64,"9th to 12th grade, no diploma",Minnesota,16198
2023,Female,45-64,High school graduate (includes equivalency),Minnesota,132429
2023,Female,45-64,"Some college, no degree",Minnesota,135447
2023,Female,45-64,Associate's degree,Minnesota,96190
2023,Female,45-64,Bachelor's degree,Minnesota,176448
2023,Female,45-64,Graduate or professional degree,Minnesota,109981
2023,Female,65 and older,Less than 9th grade,Minnesota,14918
2023,Female,65 and older,"9th to 12th grade, no diploma",Minnesota,18120
2023,Female,65 and older,High school graduate (includes equivalency),Minnesota,180396
2023,Female,65 and older,"Some college, no degree",Minnesota,119660
2023,Female,65 and older,Associate's degree,Minnesota,52238
2023,Female,65 and older,Bachelor's degree,Minnesota,104871
2023,Female,65 and older,Graduate or professional degree,Minnesota,59041
2018,Male,18-24,Less than 9th grade,Mississippi,3110
2018,Male,18-24,"9th to 12th grade, no diploma",Mississippi,21260
2018,Male,18-24,High school graduate (includes equivalency),Mississippi,53707
2018,Male,18-24,"Some college, no degree",Mississippi,59222
2018,Male,18-24,Associate's degree,Mississippi,9893
2018,Male,18-24,Bachelor's degree,Mississippi,8580
2018,Male,18-24,Graduate or professional degree,Mississippi,460
2018,Male,25-34,Less than 9th grade,Mississippi,7002
