"Year","Category","State","Value"
"2019","Percent_Nonfamily_households_35000_49999","Minnesota",16.6
"2019","Total_Nonfamily_households_35000_49999","Minnesota",136276.87
"2019","Percent_Nonfamily_households_50000_74999","Minnesota",19.7
"2019","Total_Nonfamily_households_50000_74999","Minnesota",161726.165
"2019","Percent_Nonfamily_households_75000_99999","Minnesota",10.8
"2019","Total_Nonfamily_households_75000_99999","Minnesota",88662.06
"2019","Percent_Nonfamily_households_100000_149999","Minnesota",9
"2019","Total_Nonfamily_households_100000_149999","Minnesota",73885.05
"2019","Percent_Nonfamily_households_150000_199999","Minnesota",2.5
"2019","Total_Nonfamily_households_150000_199999","Minnesota",20523.625
"2019","Percent_Nonfamily_households_200000_or_more","Minnesota",2.3
"2019","Total_Nonfamily_households_200000_or_more","Minnesota",18881.735
"2019","Nonfamily_households_median_income_(dollars)","Minnesota",44136
"2019","Nonfamily_households_mean_income_(dollars)","Minnesota",58072
"2021","Total_Households","Minnesota",2281033
"2021","Percent_Households_Less_10000","Minnesota",4.2
"2021","Total_Households_Less_10000","Minnesota",95803.386
"2021","Percent_Households_10000_14999","Minnesota",3.1
"2021","Total_Households_10000_14999","Minnesota",70712.023
"2021","Percent_Households_15000_24999","Minnesota",5.9
"2021","Total_Households_15000_24999","Minnesota",134580.947
"2021","Percent_Households_25000_34999","Minnesota",6.9
"2021","Total_Households_25000_34999","Minnesota",157391.277
"2021","Percent_Households_35000_49999","Minnesota",10.7
"2021","Total_Households_35000_49999","Minnesota",244070.531
"2021","Percent_Households_50000_74999","Minnesota",17.4
"2021","Total_Households_50000_74999","Minnesota",396899.742
"2021","Percent_Households_75000_99999","Minnesota",13.7
"2021","Total_Households_75000_99999","Minnesota",312501.521
"2021","Percent_Households_100000_149999","Minnesota",18.6
"2021","Total_Households_100000_149999","Minnesota",424272.138
"2021","Percent_Households_150000_199999","Minnesota",9.4
"2021","Total_Households_150000_199999","Minnesota",214417.102
"2021","Percent_Households_200000_or_more","Minnesota",9.9
"2021","Total_Households_200000_or_more","Minnesota",225822.267
"2021","Households_median_income_(dollars)","Minnesota",77720
"2021","Household_mean_income_(dollars)","Minnesota",103305
"2021","Total_Families","Minnesota",1427221
"2021","Percent_Families_Less_10000","Minnesota",2.1
"2021","Total_Families_Less_10000","Minnesota",29971.641
"2021","Percent_Families_10000_14999","Minnesota",1.1
"2021","Total_Families_10000_14999","Minnesota",15699.431
"2021","Percent_Families_15000_24999","Minnesota",3.3
"2021","Total_Families_15000_24999","Minnesota",47098.293
"2021","Percent_Families_25000_34999","Minnesota",4.7
"2021","Total_Families_25000_34999","Minnesota",67079.387
"2021","Percent_Families_35000_49999","Minnesota",8.4
"2021","Total_Families_35000_49999","Minnesota",119886.564
"2021","Percent_Families_50000_74999","Minnesota",15.6
"2021","Total_Families_50000_74999","Minnesota",222646.476
"2021","Percent_Families_75000_99999","Minnesota",14.9
"2021","Total_Families_75000_99999","Minnesota",212655.929
"2021","Percent_Families_100000_149999","Minnesota",23.1
"2021","Total_Families_100000_149999","Minnesota",329688.051
"2021","Percent_Families_150000_199999","Minnesota",12.6
"2021","Total_Families_150000_199999","Minnesota",179829.846
"2021","Percent_Families_200000_or_more","Minnesota",14.1
"2021","Total_Families_200000_or_more","Minnesota",201238.161
"2021","Families_median_income_(dollars)","Minnesota",99567
"2021","Families_mean_income_(dollars)","Minnesota",125058
"2021","Total_Married-couple-families","Minnesota",1122121
"2021","Percent_Married-couple-families_Less_10000","Minnesota",0.9
"2021","Total_Married-couple-families_Less_10000","Minnesota",10099.089
"2021","Percent_Married-couple-families_10000_14999","Minnesota",0.5
"2021","Total_Married-couple-families_10000_14999","Minnesota",5610.605
"2021","Percent_Married-couple-families_15000_24999","Minnesota",1.9
"2021","Total_Married-couple-families_15000_24999","Minnesota",21320.299
"2021","Percent_Married-couple-families_25000_34999","Minnesota",3
"2021","Total_Married-couple-families_25000_34999","Minnesota",33663.63
"2021","Percent_Married-couple-families_35000_49999","Minnesota",6.2
"2021","Total_Married-couple-families_35000_49999","Minnesota",69571.502
"2021","Percent_Married-couple-families_50000_74999","Minnesota",14
"2021","Total_Married-couple-families_50000_74999","Minnesota",157096.94
"2021","Percent_Married-couple-families_75000_99999","Minnesota",15.2
"2021","Total_Married-couple-families_75000_99999","Minnesota",170562.392
"2021","Percent_Married-couple-families_100000_149999","Minnesota",26.2
"2021","Total_Married-couple-families_100000_149999","Minnesota",293995.702
"2021","Percent_Married-couple-families_150000_199999","Minnesota",14.9
"2021","Total_Married-couple-families_150000_199999","Minnesota",167196.029
"2021","Percent_Married-couple-families_200000_or_more","Minnesota",17.1
"2021","Total_Married-couple-families_200000_or_more","Minnesota",191882.691
"2021","Married-couple-families_median_income_(dollars)","Minnesota",113456
"2021","Married-couple-families_mean_income_(dollars)","Minnesota",140453
"2021","Total_Nonfamily_households","Minnesota",853812
"2021","Percent_Nonfamily_households_Less_10000","Minnesota",8.5
"2021","Total_Nonfamily_households_Less_10000","Minnesota",72574.02
"2021","Percent_Nonfamily_households_10000_14999","Minnesota",6.7
"2021","Total_Nonfamily_households_10000_14999","Minnesota",57205.404
"2021","Percent_Nonfamily_households_15000_24999","Minnesota",11
"2021","Total_Nonfamily_households_15000_24999","Minnesota",93919.32
"2021","Percent_Nonfamily_households_25000_34999","Minnesota",11.3
"2021","Total_Nonfamily_households_25000_34999","Minnesota",96480.756
"2021","Percent_Nonfamily_households_35000_49999","Minnesota",15.5
"2021","Total_Nonfamily_households_35000_49999","Minnesota",132340.86
"2021","Percent_Nonfamily_households_50000_74999","Minnesota",20.2
"2021","Total_Nonfamily_households_50000_74999","Minnesota",172470.024
"2021","Percent_Nonfamily_households_75000_99999","Minnesota",11
"2021","Total_Nonfamily_households_75000_99999","Minnesota",93919.32
"2021","Percent_Nonfamily_households_100000_149999","Minnesota",9.8
"2021","Total_Nonfamily_households_100000_149999","Minnesota",83673.576
"2021","Percent_Nonfamily_households_150000_199999","Minnesota",3.5
"2021","Total_Nonfamily_households_150000_199999","Minnesota",29883.42
"2021","Percent_Nonfamily_households_200000_or_more","Minnesota",2.3
"2021","Total_Nonfamily_households_200000_or_more","Minnesota",19637.676
"2021","Nonfamily_households_median_income_(dollars)","Minnesota",46436
"2021","Nonfamily_households_mean_income_(dollars)","Minnesota",62185
"2022","Total_Households","Minnesota",2322190
"2022","Percent_Households_Less_10000","Minnesota",4.3
"2022","Total_Households_Less_10000","Minnesota",99854.17
"2022","Percent_Households_10000_14999","Minnesota",3.1
"2022","Total_Households_10000_14999","Minnesota",71987.89
"2022","Percent_Households_15000_24999","Minnesota",5.6
"2022","Total_Households_15000_24999","Minnesota",130042.64
"2022","Percent_Households_25000_34999","Minnesota",6.4
"2022","Total_Households_25000_34999","Minnesota",148620.16
"2022","Percent_Households_35000_49999","Minnesota",9.8
"2022","Total_Households_35000_49999","Minnesota",227574.62
"2022","Percent_Households_50000_74999","Minnesota",16.3
"2022","Total_Households_50000_74999","Minnesota",378516.97
"2022","Percent_Households_75000_99999","Minnesota",13.8
"2022","Total_Households_75000_99999","Minnesota",320462.22
"2022","Percent_Households_100000_149999","Minnesota",19
"2022","Total_Households_100000_149999","Minnesota",441216.1
"2022","Percent_Households_150000_199999","Minnesota",10.2
"2022","Total_Households_150000_199999","Minnesota",236863.38
"2022","Percent_Households_200000_or_more","Minnesota",11.6
"2022","Total_Households_200000_or_more","Minnesota",269374.04
"2022","Households_median_income_(dollars)","Minnesota",82338
"2022","Household_mean_income_(dollars)","Minnesota",109737
"2022","Total_Families","Minnesota",1456312
"2022","Percent_Families_Less_10000","Minnesota",2.2
"2022","Total_Families_Less_10000","Minnesota",32038.864
"2022","Percent_Families_10000_14999","Minnesota",1.3
"2022","Total_Families_10000_14999","Minnesota",18932.056
"2022","Percent_Families_15000_24999","Minnesota",2.9
"2022","Total_Families_15000_24999","Minnesota",42233.048
"2022","Percent_Families_25000_34999","Minnesota",4.1
"2022","Total_Families_25000_34999","Minnesota",59708.792
"2022","Percent_Families_35000_49999","Minnesota",7.4
"2022","Total_Families_35000_49999","Minnesota",107767.088
"2022","Percent_Families_50000_74999","Minnesota",14.5
"2022","Total_Families_50000_74999","Minnesota",211165.24
"2022","Percent_Families_75000_99999","Minnesota",14.7
"2022","Total_Families_75000_99999","Minnesota",214077.864
"2022","Percent_Families_100000_149999","Minnesota",23.3
"2022","Total_Families_100000_149999","Minnesota",339320.696
"2022","Percent_Families_150000_199999","Minnesota",13.6
"2022","Total_Families_150000_199999","Minnesota",198058.432
"2022","Percent_Families_200000_or_more","Minnesota",16.1
"2022","Total_Families_200000_or_more","Minnesota",234466.232
"2022","Families_median_income_(dollars)","Minnesota",105324
"2022","Families_mean_income_(dollars)","Minnesota",133458
"2022","Total_Married-couple-families","Minnesota",1147255
"2022","Percent_Married-couple-families_Less_10000","Minnesota",1
"2022","Total_Married-couple-families_Less_10000","Minnesota",11472.55
"2022","Percent_Married-couple-families_10000_14999","Minnesota",0.7
"2022","Total_Married-couple-families_10000_14999","Minnesota",8030.785
"2022","Percent_Married-couple-families_15000_24999","Minnesota",1.7
"2022","Total_Married-couple-families_15000_24999","Minnesota",19503.335
"2022","Percent_Married-couple-families_25000_34999","Minnesota",2.6
"2022","Total_Married-couple-families_25000_34999","Minnesota",29828.63
"2022","Percent_Married-couple-families_35000_49999","Minnesota",5.5
"2022","Total_Married-couple-families_35000_49999","Minnesota",63099.025
"2022","Percent_Married-couple-families_50000_74999","Minnesota",12.6
"2022","Total_Married-couple-families_50000_74999","Minnesota",144554.13
"2022","Percent_Married-couple-families_75000_99999","Minnesota",14.8
"2022","Total_Married-couple-families_75000_99999","Minnesota",169793.74
"2022","Percent_Married-couple-families_100000_149999","Minnesota",25.9
"2022","Total_Married-couple-families_100000_149999","Minnesota",297139.045
"2022","Percent_Married-couple-families_150000_199999","Minnesota",15.9
"2022","Total_Married-couple-families_150000_199999","Minnesota",182413.545
"2022","Percent_Married-couple-families_200000_or_more","Minnesota",19.3
"2022","Total_Married-couple-families_200000_or_more","Minnesota",221420.215
"2022","Married-couple-families_median_income_(dollars)","Minnesota",119140
"2022","Married-couple-families_mean_income_(dollars)","Minnesota",149174
"2022","Total_Nonfamily_households","Minnesota",865878
"2022","Percent_Nonfamily_households_Less_10000","Minnesota",8.7
"2022","Total_Nonfamily_households_Less_10000","Minnesota",75331.386
"2022","Percent_Nonfamily_households_10000_14999","Minnesota",6.3
"2022","Total_Nonfamily_households_10000_14999","Minnesota",54550.314
"2022","Percent_Nonfamily_households_15000_24999","Minnesota",10.6
"2022","Total_Nonfamily_households_15000_24999","Minnesota",91783.068
"2022","Percent_Nonfamily_households_25000_34999","Minnesota",11.1
"2022","Total_Nonfamily_households_25000_34999","Minnesota",96112.458
"2022","Percent_Nonfamily_households_35000_49999","Minnesota",14.5
"2022","Total_Nonfamily_households_35000_49999","Minnesota",125552.31
"2022","Percent_Nonfamily_households_50000_74999","Minnesota",19.5
"2022","Total_Nonfamily_households_50000_74999","Minnesota",168846.21
"2022","Percent_Nonfamily_households_75000_99999","Minnesota",11.6
"2022","Total_Nonfamily_households_75000_99999","Minnesota",100441.848
"2022","Percent_Nonfamily_households_100000_149999","Minnesota",10.7
"2022","Total_Nonfamily_households_100000_149999","Minnesota",92648.946
"2022","Percent_Nonfamily_households_150000_199999","Minnesota",3.7
"2022","Total_Nonfamily_households_150000_199999","Minnesota",32037.486
"2022","Percent_Nonfamily_households_200000_or_more","Minnesota",3.3
"2022","Total_Nonfamily_households_200000_or_more","Minnesota",28573.974
"2022","Nonfamily_households_median_income_(dollars)","Minnesota",48461
"2022","Nonfamily_households_mean_income_(dollars)","Minnesota",65533
"2023","Total_Households","Minnesota",2344432
"2023","Percent_Households_Less_10000","Minnesota",3.8
"2023","Total_Households_Less_10000","Minnesota",89088.416
"2023","Percent_Households_10000_14999","Minnesota",2.9
"2023","Total_Households_10000_14999","Minnesota",67988.528
"2023","Percent_Households_15000_24999","Minnesota",5.5
"2023","Total_Households_15000_24999","Minnesota",128943.76
"2023","Percent_Households_25000_34999","Minnesota",5.8
"2023","Total_Households_25000_34999","Minnesota",135977.056
"2023","Percent_Households_35000_49999","Minnesota",9.7
"2023","Total_Households_35000_49999","Minnesota",227409.904
"2023","Percent_Households_50000_74999","Minnesota",16.2
"2023","Total_Households_50000_74999","Minnesota",379797.984
"2023","Percent_Households_75000_99999","Minnesota",14
"2023","Total_Households_75000_99999","Minnesota",328220.48
"2023","Percent_Households_100000_149999","Minnesota",19.4
"2023","Total_Households_100000_149999","Minnesota",454819.808
"2023","Percent_Households_150000_199999","Minnesota",10.4
"2023","Total_Households_150000_199999","Minnesota",243820.928
"2023","Percent_Households_200000_or_more","Minnesota",12.3
"2023","Total_Households_200000_or_more","Minnesota",288365.136
"2023","Households_median_income_(dollars)","Minnesota",85086
"2023","Household_mean_income_(dollars)","Minnesota",113293
"2023","Total_Families","Minnesota",1447372
"2023","Percent_Families_Less_10000","Minnesota",1.8
"2023","Total_Families_Less_10000","Minnesota",26052.696
"2023","Percent_Families_10000_14999","Minnesota",1.2
